word,valence,arousal,dominance,n_collapsed
disruption,3.32,5.48,3.9,1
disruptive,3.2,6.1,4.92,1
dissatisfied,3.25,4.82,4.74,1
dissect,3.95,5.43,5.16,1
dissection,3.11,4.32,4.91,1
dissent,4.8,4.0,3.84,1
dissertation,4.3,3.71,5.56,1
dissociative,3.58,4.61,4.07,1
dissolve,5.43,3.36,4.67,1
dissuade,4.11,3.35,4.96,1
distance,3.89,3.81,4.25,1
distant,4.74,2.95,3.56,1
distasteful,3.17,5.05,3.92,1
distilled,5.16,3.11,4.68,1
distinct,5.55,3.67,5.8,1
distinction,5.05,3.6,6.0,1
distinctive,6.32,3.78,6.18,1
distinguish,5.75,4.656666666666667,5.763333333333333,1
distort,3.635,4.455,4.395,1
distortion,3.5,4.43,3.86,1
distract,3.68,3.55,4.35,1
distraction,4.05,3.94,4.0,1
distraught,2.81,5.64,3.55,1
distress,3.415,4.76,4.2,1
distressed,3.38,6.28,4.16,1
distribute,5.05,3.72,4.82,1
distribution,5.5,3.45,5.21,1
distributor,4.62,3.2,5.74,1
district,4.9,3.0,4.62,1
distrust,2.95,4.05,3.32,1
disturb,3.0650000000000004,5.315,4.345000000000001,1
disturbance,2.68,5.19,3.3,1
ditch,3.2,3.81,5.42,1
ditto,5.5,3.9,6.0,1
ditty,5.38,3.68,5.05,1
diva,3.68,4.55,5.71,1
dive,5.81,3.79,5.75,1
diver,5.66,5.42,5.9,1
diverse,6.0,3.64,6.17,1
diversion,5.22,4.48,5.65,1
diversionary,4.42,3.52,4.85,1
diversity,6.14,3.21,4.71,1
divert,4.42,4.1,5.47,1
divide,4.78,4.62,4.91,1
divine,7.15,3.05,5.96,1
division,4.42,3.57,5.48,1
divorce,2.49,5.39,4.02,1
divorcee,3.29,3.8,4.16,1
divulge,4.79,5.43,5.04,1
divvy,4.81,3.27,5.77,1
dizziness,3.36,4.95,4.25,1
dizzy,3.14,4.67,3.55,1
doable,5.52,4.24,6.65,1
doc,4.67,3.14,4.28,1
docile,5.75,2.47,5.46,1
dock,5.05,3.44,5.88,1
docket,4.53,3.3,4.87,1
docking,5.2,3.74,5.71,1
doctor,5.93,4.05,4.69,1
doctorate,5.95,3.91,6.52,1
doctrine,4.89,3.0,5.35,1
document,5.385,3.315,5.87,1
documentary,5.91,3.76,5.41,1
documentation,4.84,3.38,6.12,1
dodger,4.7,3.95,6.16,1
dodgy,4.79,4.55,4.62,1
dodo,3.91,4.0,4.95,1
doer,5.63,4.38,6.96,1
dog,7.0,5.43,5.73,1
dogface,3.95,4.14,4.9,1
doggy,7.0,4.79,5.48,1
doghouse,5.1,2.68,4.72,1
dojo,6.0,4.15,5.38,1
dole,4.95,4.4,4.82,1
doll,5.88,3.51,5.66,1
dollar,7.39,5.57,5.07,1
dollhouse,5.6,3.55,6.0,1
dolphin,6.67,3.0,5.67,1
domain,5.05,3.36,6.92,1
dome,5.95,4.42,5.54,1
domestic,5.05,2.8,6.12,1
domesticated,5.82,3.67,5.59,1
dominance,5.19,5.5,4.59,1
dominant,5.15,5.36,6.78,1
dominate,4.4,6.4,5.54,1
domination,3.57,5.0,5.35,1
dominatrix,4.32,5.65,3.96,1
dominion,4.62,4.67,4.96,1
domino,5.0,3.46,4.75,1
donate,6.7,3.25,6.71,1
donation,7.0,4.0,6.73,1
donkey,6.29,2.9,5.12,1
donor,6.57,3.76,6.79,1
doodle,6.39,4.09,6.91,1
doom,3.0,6.17,2.42,1
doomsday,2.8,6.22,3.0,1
door,5.43,3.19,6.1,1
doorbell,5.33,4.17,5.12,1
doorknob,4.86,2.64,5.58,1
doorman,5.45,3.35,5.67,1
doormat,3.68,3.2,4.73,1
doornail,4.68,3.32,5.0,1
doorstep,5.14,3.26,5.1,1
doorway,5.68,3.65,5.58,1
dopamine,4.64,4.58,4.38,1
dope,4.14,4.24,4.95,1
dopey,3.86,2.91,4.2,1
dork,4.35,2.88,5.8,1
dorky,5.12,4.5,5.0,1
dorm,5.16,4.29,5.13,1
dormant,4.85,3.0,5.11,1
dormitory,5.06,4.5,4.87,1
dorsal,5.05,3.7,5.04,1
dosage,4.57,4.0,5.79,1
dose,4.91,2.95,5.0,1
dossier,4.84,3.72,5.38,1
dot,4.84,3.09,5.17,1
dotted,4.86,3.33,5.4,1
dotty,5.16,3.55,4.8,1
double,5.78,3.38,5.11,1
doubt,3.28,4.33,3.06,1
doubtful,3.86,4.55,4.23,1
douche,2.9,4.13,3.81,1
dough,6.0,4.1,5.96,1
doughboy,4.84,4.0,5.05,1
doughnut,7.5,4.5,5.87,1
douse,3.92,3.92,5.21,1
dove,6.9,3.27,6.14,1
downer,3.47,3.13,4.05,1
downfall,3.2,4.5,3.64,1
downfield,4.84,2.5,4.57,1
download,6.0,3.6,6.26,1
downriver,5.61,3.55,3.8,1
downside,3.55,4.63,4.29,1
downtime,5.8,3.06,6.14,1
downward,4.0,4.05,3.96,1
downy,5.77,3.11,5.52,1
dowry,4.7,3.11,5.17,1
doze,5.95,3.37,5.65,1
dozen,5.78,2.95,5.56,1
Dr. Pepper,6.9,4.48,5.95,1
drab,2.76,2.35,4.77,1
draft,5.3,4.1,5.28,1
drafty,4.3,3.73,4.89,1
drag,3.68,4.81,5.52,1
dragon,6.68,5.45,5.17,1
dragonfly,6.45,3.86,5.41,1
drain,3.8,2.94,5.17,1
drainage,3.89,3.52,4.65,1
drainpipe,4.52,2.91,4.72,1
drake,5.05,4.32,5.21,1
drama,4.37,5.14,4.14,1
dramatic,5.17,6.59,4.77,1
drape,4.95,3.29,5.38,1
drastic,4.63,5.2,4.92,1
drat,4.25,3.4,4.48,1
draught,3.9,3.32,4.36,1
draw,6.18,3.6,6.37,1
drawback,4.38,3.08,4.35,1
drawbridge,5.45,3.3,4.95,1
drawer,4.67,3.0,5.71,1
dread,2.555,4.8,3.56,1
dreadful,2.6,4.5,3.38,1
dream,7.43,4.37,5.4,1
dreamboat,7.47,4.27,5.91,1
dreamer,7.45,4.4,6.53,1
dreamland,7.0,3.95,5.31,1
dreamy,7.52,4.9,6.28,1
dreary,3.55,3.54,4.28,1
dredge,3.32,3.36,4.18,1
dress,6.42,4.73,6.64,1
dresser,5.28,2.58,4.96,1
dressmaker,6.85,3.05,5.52,1
dressy,5.82,4.15,7.55,1
dribble,4.68,3.75,4.67,1
drift,5.09,3.32,4.57,1
drifter,4.95,4.32,5.48,1
driftwood,5.53,3.1,4.96,1
drill,4.73,5.11,5.48,1
drink,6.67,5.19,5.87,1
drinker,3.72,5.32,3.96,1
drip,5.52,3.7,4.11,1
drive,6.5,4.19,5.67,1
drivel,4.29,4.65,4.4,1
driver,6.39,3.15,5.56,1
driveway,4.57,3.38,6.24,1
drizzle,5.18,4.23,4.68,1
droll,5.09,3.41,5.25,1
drone,3.5,4.3,4.89,1
drool,3.28,2.7,4.35,1
droopy,4.0,3.18,4.42,1
drop,4.23,4.67,4.82,1
dropout,3.33,4.7,3.95,1
dropper,5.05,3.45,4.46,1
drought,2.79,3.55,2.95,1
drown,2.33,5.35,2.65,1
drowsy,4.25,2.83,3.47,1
drug,3.985,5.130000000000001,3.995,1
drug dealing,2.81,4.7,3.71,1
druggist,3.89,4.0,3.88,1
drugstore,4.74,4.05,5.07,1
drum,6.05,4.67,5.65,1
drummer,6.53,4.5,5.92,1
drunk,4.06,5.05,2.94,1
drunk driving,1.58,5.73,3.36,1
drunkard,3.28,4.45,3.21,1
drunken,3.0,4.36,4.05,1
drunkenness,3.42,6.05,3.97,1
dry,4.86,3.8,6.21,1
dryer,5.21,2.43,4.57,1
dual,5.14,4.39,5.21,1
dub,5.35,4.58,5.36,1
dubious,3.47,4.33,5.17,1
duchess,6.15,3.92,4.45,1
duck,6.11,4.0,5.3,1
duckling,7.18,3.92,5.83,1
ducky,6.6,3.81,5.6,1
duct,4.24,2.8,4.63,1
dud,3.74,3.33,4.24,1
dude,5.91,3.81,5.59,1
duel,5.05,5.55,4.82,1
duet,6.11,3.79,5.71,1
duffel,4.9,3.5,5.83,1
dugout,4.55,4.08,4.95,1
duh,4.5,3.9,4.85,1
duke,4.8,4.21,5.41,1
dull,3.4,1.67,4.71,1
dullard,4.68,3.58,4.65,1
dumb,2.44,5.3,4.39,1
dumbbell,4.71,3.54,4.95,1
dummy,3.66,3.79,3.71,1
dump,3.73,3.67,4.5,1
dumpling,6.48,2.5,5.04,1
dumpster,3.48,4.0,4.44,1
dunce,3.24,4.95,4.72,1
dune,5.35,2.76,5.15,1
dung,3.86,3.45,4.65,1
dungeon,3.52,5.13,3.68,1
dunk,4.67,3.6,5.18,1
duo,6.45,3.75,5.75,1
dupe,4.0,3.73,3.86,1
duplex,5.67,3.09,4.8,1
duplicate,4.7,4.5,5.5,1
duration,5.43,3.3,4.81,1
duress,2.82,4.45,3.17,1
dusk,5.63,3.52,5.27,1
dusky,4.95,4.55,4.58,1
dust,3.72,3.45,4.56,1
duster,5.26,2.85,5.75,1
dustpan,4.67,2.86,5.36,1
dusty,3.95,4.1,4.7,1
duty,5.33,3.71,4.0,1
dwarf,4.71,3.43,3.84,1
dweeb,4.17,3.86,4.68,1
dwell,4.98,3.355,5.5600000000000005,1
dye,5.25,3.3,4.77,1
dyke,3.8,3.67,3.67,1
dynamic,6.1,5.43,5.52,1
dynamite,4.79,6.4,4.65,1
dynamo,6.21,5.18,5.82,1
dynasty,5.16,4.45,5.45,1
dysentery,3.0,3.75,3.05,1
dysfunction,3.18,4.9,3.16,1
dysfunctional,3.09,4.63,2.95,1
eager,6.37,5.78,6.46,1
eagle,6.47,4.57,5.09,1
ear,5.86,3.5,6.74,1
earful,4.27,4.19,4.73,1
earl,5.15,3.64,5.76,1
earn,7.0,4.35,6.75,1
earnest,5.9,3.81,6.67,1
earnings,6.37,4.84,6.85,1
earpiece,5.04,3.86,5.95,1
earring,5.885,3.905,5.71,1
earth,6.83,5.04,5.69,1
earthling,5.53,3.09,4.61,1
earthly,5.63,3.55,5.83,1
earthquake,3.05,6.76,2.14,1
earthy,6.5,3.29,6.56,1
ease,6.15,2.45,6.42,1
east,6.33,2.5,5.17,1
eastbound,5.65,2.2,5.68,1
eastern,5.37,3.48,4.48,1
easy,7.47,3.82,6.79,1
easygoing,7.03,3.2,6.76,1
eat,7.1,4.38,7.26,1
eater,4.95,4.23,5.87,1
eavesdrop,4.05,4.33,5.2,1
ebony,6.14,4.32,4.71,1
eccentric,5.37,5.19,6.1,1
echelon,5.55,3.17,4.43,1
echinacea,4.8,3.73,5.42,1
echo,5.2,3.61,4.59,1
eclectic,5.9,4.5,5.75,1
eclipse,6.76,5.12,5.79,1
ecological,5.62,3.81,5.08,1
economic,5.15,3.66,4.13,1
economy,3.64,5.32,4.16,1
ecosystem,6.5,3.71,4.41,1
ecstasy,7.19,6.11,5.52,1
ecstatic,6.45,6.95,5.63,1
edema,3.86,3.27,4.42,1
edge,4.43,4.65,4.31,1
edgy,4.81,4.39,4.56,1
edible,6.68,5.15,6.45,1
edifice,5.0,3.95,5.33,1
edit,5.2,4.84,6.605,1
edition,5.3,3.79,4.81,1
editor,5.43,4.09,5.9,1
editorial,5.18,2.9,5.77,1
educate,7.48,4.36,6.79,1
education,6.58,4.64,6.82,1
educational,6.6,4.52,5.68,1
educator,6.58,3.5,6.11,1
eel,4.14,4.79,4.86,1
eerie,3.4,5.57,3.91,1
effect,5.5,4.08,5.88,1
effective,6.95,3.95,7.2,1
effectiveness,6.9,4.95,6.19,1
efficiency,6.74,3.74,6.79,1
efficient,6.95,3.86,6.67,1
effort,6.47,4.12,6.64,1
effortless,7.1,3.43,7.0,1
egg,5.95,3.28,5.74,1
egghead,4.47,3.59,4.57,1
eggnog,6.0,4.27,5.26,1
eggplant,5.55,3.14,5.77,1
eggshell,5.2,3.17,4.33,1
ego,4.38,4.17,6.05,1
egomaniac,3.68,5.53,5.19,1
egotistical,3.08,5.14,5.23,1
eighteen,5.72,3.83,5.71,1
eighty,5.43,3.41,4.41,1
ejaculate,6.0,6.15,5.83,1
ejaculation,5.42,6.18,5.04,1
eject,3.95,4.42,5.18,1
ejection,3.5,4.29,3.62,1
El Nino,4.29,4.09,3.52,1
elaborate,6.38,4.23,6.05,1
elastic,5.71,4.35,5.05,1
elated,6.56,5.14,6.86,1
elbow,5.38,3.2,6.02,1
elder,6.11,2.5,4.14,1
elderly,4.63,2.73,4.91,1
elect,5.52,4.0,5.43,1
election,4.5,4.23,5.0,1
elective,5.38,3.54,6.35,1
electoral,4.21,3.86,4.96,1
electric,6.1,4.05,5.48,1
electric slide,6.05,4.73,5.67,1
electrical,5.57,6.0,4.97,1
electrician,5.21,3.19,5.73,1
electricity,6.15,4.3,4.68,1
electrocute,3.27,6.0,4.42,1
electrocution,2.45,5.76,2.5,1
electromagnetic,5.1,5.22,4.86,1
electron,5.33,3.82,4.57,1
electronic,6.51,4.12,5.6850000000000005,1
elegance,6.91,4.24,6.26,1
elegant,7.0,4.43,5.95,1
element,5.58,3.9,5.0,1
elemental,5.19,4.35,4.77,1
elementary,6.11,3.5,4.91,1
elephant,6.17,4.23,4.23,1
elevate,6.42,4.65,5.67,1
elevation,5.67,3.57,6.06,1
elevator,5.95,3.65,4.92,1
elf,6.1,4.3,5.43,1
elicit,4.14,5.27,4.4,1
eligible,6.45,4.81,6.0,1
eliminate,3.89,3.64,5.48,1
elimination,3.86,3.35,4.33,1
elite,5.71,5.9,5.34,1
elitist,4.5,4.57,5.74,1
elixir,5.68,3.95,5.43,1
elk,5.81,3.48,4.67,1
elm,6.32,3.05,5.43,1
elope,6.58,5.7,6.21,1
eloquence,6.76,3.91,6.46,1
eloquent,7.16,4.61,6.37,1
elude,4.62,4.0,5.05,1
elusive,4.3,4.5,4.73,1
email,6.0,4.5,6.11,1
emancipation,6.57,3.65,4.73,1
embankment,5.0,3.62,5.43,1
embargo,5.05,4.59,5.45,1
embark,5.89,4.3,6.39,1
embarrass,3.455,5.71,4.045,1
embarrassed,3.51,5.38,3.67,1
embarrassment,2.72,5.45,2.92,1
embassy,5.3,3.91,5.79,1
embattled,4.05,4.02,4.88,1
embezzlement,2.95,4.67,4.18,1
embezzler,3.05,5.24,3.79,1
emblem,6.0,2.67,5.46,1
embodiment,5.72,3.78,4.91,1
embolism,2.14,4.17,4.05,1
embrace,7.0,5.82,6.58,1
embroidery,6.53,2.85,6.05,1
embryo,5.75,3.7,4.86,1
emcee,5.15,4.05,4.74,1
emerald,7.3,5.33,6.32,1
emerge,5.75,4.74,6.67,1
emergency,2.72,6.43,2.72,1
emery,4.74,3.59,5.6,1
eminence,5.43,4.5,5.0,1
eminent,5.58,4.95,5.09,1
emissary,4.76,3.39,5.56,1
emission,4.1,3.67,4.68,1
emit,4.81,3.96,5.26,1
emotion,6.62,4.75,5.0,1
emotional,5.11,5.32,4.5,1
empathize,7.1,3.55,6.38,1
empathy,7.29,3.62,5.9,1
emperor,4.68,4.25,5.32,1
emphasis,5.26,4.1,5.0,1
emphasize,5.75,4.21,6.43,1
emphysema,2.47,4.25,4.3,1
empire,5.36,4.59,5.95,1
empirical,4.67,4.14,5.3,1
employ,5.89,3.83,5.0,1
employee,5.29,4.65,4.81,1
employer,5.3,4.06,3.3,1
employment,6.0,5.02,5.36,1
emporium,5.25,4.17,6.05,1
empress,4.95,3.87,6.1,1
emptiness,3.26,3.18,4.1,1
emu,5.45,4.0,6.21,1
emulate,5.11,4.15,5.83,1
enable,5.13,3.95,5.45,1
enamel,5.42,3.79,5.31,1
enchanted,7.16,5.27,6.0,1
enchanting,6.8,5.56,5.5,1
enchantment,6.8,5.29,5.22,1
enchantress,5.82,4.1,5.68,1
enchilada,6.63,4.39,5.82,1
enclosure,4.6,3.35,4.64,1
encore,6.9,4.09,5.52,1
encounter,5.16,4.67,5.3,1
encourage,7.025,4.305,6.535,1
encouragement,6.7,5.59,6.58,1
encryption,5.14,4.0,5.32,1
encyclopedia,6.14,5.0,6.48,1
end,4.48,4.07,4.5,1
end table,5.25,2.7,4.9,1
endanger,2.67,4.72,3.95,1
endangerment,3.0,4.84,3.84,1
endearing,7.17,4.17,6.26,1
endeavor,6.42,4.19,5.75,1
endgame,4.23,5.26,5.32,1
endless,4.0,4.23,3.25,1
endorse,5.2,3.17,6.45,1
endorsement,6.05,3.76,5.92,1
endowment,6.0,3.67,6.15,1
endurance,6.86,5.6,6.03,1
endure,5.8100000000000005,3.565,6.215,1
enema,3.29,4.13,3.2,1
enemy,2.22,5.3,2.5,1
energetic,7.57,6.1,5.81,1
energize,7.43,6.0,6.55,1
energy,6.9,6.25,6.53,1
enforce,5.32,5.3,5.49,1
enforcement,4.67,4.48,4.0,1
enforcer,3.81,4.2,5.36,1
engage,6.69,5.24,5.92,1
engagement,6.65,5.19,6.29,1
engine,5.48,3.89,5.36,1
engineer,5.79,4.22,6.53,1
engineering,6.0,3.14,5.61,1
engraving,6.17,3.05,5.44,1
enhance,6.62,4.04,6.58,1
enhancement,6.29,4.39,6.22,1
enigma,5.35,4.65,5.18,1
enjoy,7.67,5.0,7.28,1
enjoyable,7.63,4.77,7.0,1
enjoyment,8.37,5.48,6.56,1
enlarge,5.33,3.87,5.89,1
enlargement,4.65,3.86,5.4,1
enlighten,7.19,4.57,6.335,1
enlightenment,6.79,4.52,6.5,1
enlist,4.42,3.71,5.58,1
ennui,4.13,3.26,4.7,1
enormous,5.68,5.05,6.0,1
enraged,2.33,5.22,4.4,1
enroll,5.94,4.25,5.86,1
enrollment,6.19,3.76,6.05,1
ensemble,5.67,3.86,5.4,1
enslave,2.67,5.35,4.08,1
ensure,5.71,3.57,5.96,1
entail,5.35,4.11,5.0,1
enter,6.09,4.3,6.79,1
enterprise,5.76,4.165,5.925000000000001,1
entertain,7.605,5.235,6.575,1
entertainer,6.48,6.15,5.31,1
entertainment,7.59,6.42,5.86,1
enthusiasm,7.14,4.18,6.69,1
enthusiast,6.65,5.91,6.89,1
enthusiastic,7.55,5.9,6.21,1
entice,5.33,4.42,5.15,1
entire,5.67,2.85,5.06,1
entirety,5.95,3.1,6.13,1
entitle,4.89,4.0,6.38,1
entity,5.19,3.48,4.94,1
entourage,4.9,4.0,5.29,1
entrails,3.37,4.7,4.21,1
entrance,6.05,3.7,5.41,1
entrapment,3.3,5.91,3.57,1
entree,6.63,3.95,6.82,1
entrepreneur,6.14,3.68,7.67,1
entrust,6.32,3.2,6.8,1
entry,4.95,4.41,6.37,1
envelope,5.95,2.8,5.5,1
envious,3.52,5.1,3.86,1
environment,6.7,3.45,4.62,1
environmental,5.5,6.05,5.68,1
envision,6.14,3.76,6.64,1
envoy,4.9,3.74,4.64,1
envy,3.05,4.35,3.16,1
enzyme,5.14,3.1,4.92,1
epic,7.19,4.8,5.32,1
epidemic,2.05,6.18,2.58,1
epidural,3.65,4.94,4.26,1
epilepsy,2.7,5.0,2.9,1
epileptic,3.32,4.62,4.0,1
epiphany,7.06,4.6,5.48,1
episode,5.0,3.67,5.4,1
epitaph,4.53,3.52,5.26,1
epitome,5.67,4.23,6.14,1
equal,6.47,3.52,6.64,1
equality,6.75,4.73,6.0,1
equalizer,5.05,3.68,5.46,1
equate,6.16,3.84,5.13,1
equation,5.29,3.91,5.59,1
equator,5.42,4.1,5.26,1
equestrian,5.71,3.35,5.5,1
equilibrium,6.32,2.5,5.68,1
equipment,5.62,3.04,5.2,1
equity,5.41,3.91,5.65,1
equivalent,5.89,3.95,5.57,1
era,5.29,3.62,4.92,1
eradicate,3.79,5.09,4.95,1
erase,4.89,3.55,5.42,1
eraser,5.64,3.57,6.89,1
erect,5.79,5.43,5.7,1
erectile,4.5,5.5,4.53,1
erection,7.38,7.37,5.18,1
ergo,4.86,4.0,5.21,1
erosion,3.79,5.86,3.91,1
erotic,5.83,7.27,5.9,1
erotica,6.1,6.52,5.56,1
err,3.58,3.68,4.82,1
errand,4.68,3.89,6.15,1
errant,4.43,4.8,4.23,1
erratic,3.21,5.1,4.4,1
erroneous,4.38,4.64,4.07,1
error,3.36,4.43,4.18,1
erupt,5.14,6.41,3.32,1
eruption,4.74,6.09,2.82,1
escalate,4.404999999999999,5.375,5.41,1
escalation,4.82,4.91,4.6,1
escalator,5.95,4.55,5.31,1
escape,5.5,4.55,5.44,1
escort,5.35,5.32,5.63,1
escrow,4.56,3.11,4.38,1
esophagus,4.5,3.76,5.04,1
espionage,4.05,5.5,4.5,1
espresso,6.68,5.25,6.3,1
esquire,5.67,2.9,5.38,1
essay,4.9,4.0,5.55,1
essence,6.75,3.86,5.62,1
essential,6.26,4.3,6.3,1
establish,5.58,3.72,6.29,1
estate,5.65,3.45,5.27,1
esteem,6.38,3.91,6.45,1
esteemed,5.95,4.72,5.54,1
estimate,5.95,3.41,5.43,1
estimation,4.67,3.18,5.26,1
estranged,3.67,3.95,4.48,1
estrogen,5.22,4.45,4.2,1
eternal,6.76,3.59,5.41,1
eternity,6.05,3.77,4.37,1
ether,4.63,4.81,4.26,1
ethic,6.0,3.64,6.3,1
ethical,5.78,3.78,5.71,1
ethnic,5.36,3.55,5.05,1
etiquette,6.0,3.71,5.65,1
eucalyptus,6.05,3.1,5.57,1
eulogy,3.43,4.16,4.05,1
euphemism,5.05,3.48,5.5,1
euphoria,7.26,5.68,6.73,1
euphoric,7.8,5.25,6.77,1
euro,5.35,3.57,5.0,1
euthanasia,3.3,5.18,5.4,1
evacuate,3.4,5.17,3.32,1
evacuation,4.23,5.24,3.14,1
evade,4.55,5.91,5.95,1
evaluate,5.1,3.78,6.2,1
evaluation,4.86,5.89,4.62,1
evaporate,5.4,4.0,4.81,1
evasion,3.36,4.77,5.25,1
evasive,3.24,3.39,5.06,1
evening,7.09,3.1,5.22,1
event,6.21,5.1,5.0,1
eventual,5.05,3.42,4.75,1
everlasting,6.55,3.85,5.23,1
everyday,5.47,3.14,5.96,1
everyman,5.42,3.52,4.4,1
evict,2.63,4.73,3.96,1
eviction,3.0,4.67,3.68,1
evidence,4.72,3.9,4.61,1
evident,5.1,3.76,6.16,1
evidentiary,4.5,4.22,4.42,1
evil,2.34,5.67,3.6,1
evolution,5.35,6.3,4.77,1
evolutionary,5.62,5.59,4.43,1
evolve,5.7,4.46,5.48,1
ex,2.7,4.79,4.0,1
exact,5.5,4.2,5.405,1
exaggerate,4.36,4.48,5.55,1
exaggeration,4.19,5.8,4.84,1
exam,4.33,5.17,4.19,1
examination,5.05,4.5,5.05,1
examine,5.61,3.95,5.84,1
examiner,4.29,3.7,6.25,1
example,4.9,3.55,6.74,1
excavation,4.89,4.64,5.67,1
exceed,4.79,5.52,6.75,1
excel,5.95,4.85,6.61,1
excellence,7.87,5.3,7.4,1
excellent,7.56,5.15,7.22,1
excelsior,5.95,4.0,5.35,1
exception,5.25,4.35,4.12,1
exceptional,7.32,5.0,6.32,1
excess,4.29,5.42,5.29,1
excessive,4.37,3.73,4.04,1
exchange,5.9,4.76,5.88,1
excitable,5.68,5.43,6.55,1
excite,7.79,6.61,5.79,1
excited,8.11,6.43,7.33,1
excitement,7.62,6.21,6.33,1
exciting,7.95,6.95,7.21,1
exclamation,6.85,5.4,6.0,1
exclude,3.55,4.81,4.67,1
exclusive,4.5,5.0,5.58,1
excrement,2.0,4.64,3.38,1
excruciating,2.1,5.3,3.36,1
excursion,5.83,4.26,6.05,1
excuse,4.52,3.61,4.72,1
exec,4.86,3.71,5.55,1
execute,3.94,5.79,5.04,1
execution,2.28,6.0,3.27,1
executioner,2.23,6.59,3.68,1
executive,4.95,4.32,4.95,1
executor,3.95,5.1,5.54,1
exemplary,5.58,4.79,6.57,1
exempt,4.84,4.43,5.54,1
exemption,5.37,4.17,5.32,1
exercise,6.33,5.41,6.9,1
exert,5.47,4.64,6.0,1
exhale,6.11,3.75,6.27,1
exhaust,4.0,4.26,4.36,1
exhaustion,3.21,4.52,4.29,1
exhaustive,4.24,4.5,4.54,1
exhibit,5.77,5.48,6.21,1
exhibition,5.53,5.38,5.39,1
exhilarated,6.9,6.55,6.51,1
exhilarating,7.39,6.83,5.76,1
exhumation,2.89,4.5,4.14,1
exhume,3.95,4.5,4.81,1
exile,3.32,5.87,3.37,1
exist,5.365,4.525,6.255,1
existence,6.25,4.38,5.11,1
existential,5.86,4.28,6.06,1
exit,5.35,3.18,7.0,1
exodus,4.63,4.45,5.62,1
exonerate,5.44,3.83,5.82,1
exorcism,3.15,5.96,3.71,1
exorcist,3.76,6.29,3.8,1
exotic,7.55,6.9,5.65,1
expand,5.35,3.3,5.43,1
expansion,6.4,5.7,5.42,1
expect,5.95,4.86,4.89,1
expectancy,6.32,4.35,5.41,1
expectation,6.1,4.5,5.05,1
expedient,5.3,4.55,6.84,1
expedite,6.1,4.86,5.96,1
expedition,6.53,4.5,5.78,1
expel,3.75,4.24,4.17,1
expendable,3.85,5.11,4.0,1
expense,3.9,4.82,4.41,1
expensive,3.36,6.1,6.21,1
experience,6.89,3.71,6.94,1
experiment,6.05,4.86,5.7,1
experimental,5.65,5.57,4.62,1
experimentation,6.0,5.52,5.48,1
expert,6.74,4.05,6.91,1
expertise,6.1,5.95,6.73,1
expiration,3.45,4.29,3.72,1
expire,3.16,4.0,3.8,1
explain,5.41,4.0,6.22,1
explanation,6.38,4.05,6.14,1
explicit,4.82,5.23,4.18,1
explode,4.38,5.32,2.96,1
exploit,3.65,5.24,4.16,1
exploitation,2.89,6.1,5.0,1
exploration,6.71,5.0,5.36,1
exploratory,5.95,4.29,5.88,1
explore,7.0,4.05,6.52,1
explorer,5.9,5.24,6.43,1
explosion,3.17,6.35,3.62,1
explosive,4.14,6.62,3.32,1
expo,6.26,4.43,5.11,1
export,4.79,3.45,5.54,1
expose,4.14,5.89,4.24,1
exposition,5.43,4.3,5.4,1
exposure,4.81,5.45,5.08,1
express,5.53,4.79,6.57,1
expression,6.15,4.33,6.88,1
expressive,5.95,5.5,7.39,1
expressway,4.55,4.06,4.59,1
expulsion,2.52,4.65,3.58,1
exquisite,7.53,4.59,6.55,1
extend,5.86,3.62,6.0,1
extension,5.0,4.15,6.08,1
extensive,5.25,4.75,5.71,1
extent,5.57,3.68,5.0,1
exterior,5.55,3.39,5.91,1
exterminate,3.19,6.04,4.23,1
extermination,3.65,5.5,4.95,1
exterminator,3.19,5.13,4.62,1
external,5.37,3.0,5.5,1
extinct,2.74,4.55,3.42,1
extinction,3.1,5.0,3.04,1
extinguish,4.65,4.91,5.47,1
extinguisher,4.76,4.43,5.95,1
extort,3.19,4.48,3.48,1
extortion,2.15,4.56,3.05,1
extra,6.39,2.9,5.72,1
extract,5.15,3.45,6.18,1
extraction,3.86,5.2,5.62,1
extracurricular,6.1,4.33,6.77,1
extradition,3.68,3.45,4.17,1
extraordinaire,6.84,5.88,6.55,1
extraordinary,7.45,4.22,6.85,1
extraterrestrial,5.6,5.86,4.38,1
extravagance,5.74,5.4,5.79,1
extravagant,6.32,5.25,5.59,1
extravaganza,6.89,5.52,5.83,1
extreme,5.65,6.18,5.88,1
extremity,4.64,4.86,5.64,1
eye,6.375,3.5650000000000004,5.83,1
eyeball,5.67,3.86,5.19,1
eyebrow,5.26,2.91,5.33,1
eyeful,5.29,5.15,5.4,1
eyeglasses,5.09,3.39,5.68,1
eyelash,5.45,2.61,5.05,1
eyeliner,6.42,3.67,5.46,1
eyesight,6.14,3.52,6.28,1
eyewitness,4.47,4.73,5.5,1
fable,5.75,4.09,5.9,1
fabled,5.79,4.61,4.74,1
fabric,6.05,2.4,5.8,1
fabrication,4.0,4.11,5.8,1
fabulous,7.84,5.15,7.25,1
facade,4.63,3.62,4.91,1
face,6.36,4.59,5.96,1
faceless,2.58,4.1,3.91,1
facial,6.24,4.55,6.09,1
facilitate,4.63,3.62,6.58,1
facility,5.33,4.0,5.03,1
fact,6.23,3.29,6.0,1
faction,5.11,4.1,4.52,1
factor,4.9,3.6,4.68,1
